0.86538,1.0,1.0,4.8411e-11,1.0,0.46287,1.0,1.8377e-11,1.0,0.81627
0.86538,1.0,1.0,6.6434e-12,1.0,9.5895e-12,1.0,1.3827e-11,1.0,0.48818
0.86538,1.0,1.0,2.5982e-12,1.0,3.7504e-12,1.0,5.4078e-12,1.0,0.2628
0.86538,1.0,1.0,7.7961e-12,1.0,0.15254,1.0,2.9594e-12,1.0,0.66394
0.86538,1.0,1.0,4.463e-12,1.0,6.4422e-12,1.0,9.2891e-12,1.0,0.764
0.86538,1.0,1.0,5.3813e-11,1.0,0.1281,1.0,2.0428e-11,1.0,0.70198
0.86538,1.0,1.0,3.3416e-11,1.0,0.39955,1.0,1.2685e-11,1.0,0.73564
0.86538,1.0,1.0,1.0314e-11,1.0,0.1263,1.0,3.9151e-12,1.0,0.5423
0.86538,1.0,1.0,5.5996e-12,1.0,0.13491,1.0,2.1256e-12,1.0,0.62472
0.86538,1.0,1.0,1.2948e-11,1.0,0.19125,1.0,4.9151e-12,1.0,0.69935
0.86538,1.0,1.0,3.4678e-12,1.0,5.0058e-12,1.0,7.2179e-12,1.0,0.68053
0.86538,1.0,1.0,2.186e-11,1.0,0.0030794,1.0,8.298e-12,1.0,0.42233
0.86538,1.0,1.0,3.2423e-12,1.0,4.6802e-12,1.0,6.7484e-12,1.0,0.72222
0.86538,1.0,1.0,1.0882e-11,1.0,0.18386,1.0,4.1307e-12,1.0,0.68593
0.86538,1.0,1.0,1.2639e-11,1.0,0.13935,1.0,4.7978e-12,1.0,0.80261
0.86538,1.0,1.0,2.6006e-11,1.0,0.42533,1.0,9.872e-12,1.0,0.65014
0.86538,1.0,1.0,8.3443e-12,1.0,0.20249,1.0,3.1675e-12,1.0,0.91942
0.86538,1.0,1.0,3.2047e-12,1.0,4.6259e-12,1.0,6.6701e-12,1.0,0.67714
0.86538,1.0,1.0,5.8276e-12,1.0,0.37633,1.0,2.2122e-12,1.0,0.45514
0.86538,1.0,1.0,1.0725e-11,1.0,0.37475,1.0,4.0711e-12,1.0,0.67428
0.86538,1.0,1.0,3.5254e-12,1.0,5.0889e-12,1.0,7.3378e-12,1.0,0.35632
0.86538,1.0,1.0,3.6585e-11,1.0,0.39584,1.0,1.3888e-11,1.0,0.56765
0.86538,1.0,1.0,1.4145e-11,1.0,0.3058,1.0,5.3695e-12,1.0,0.68136
0.86538,1.0,1.0,5.3098e-11,1.0,0.14639,1.0,2.0156e-11,1.0,0.64993
