0.07084325,-0.038774643,0.21110378,-0.27406895,0.0014437896,-0.6601708,0.46603805,0.03808872,0.39975902,-0.47098714
0.009756018,0.008421095,-0.23338893,-0.114201255,0.3275208,0.13174525,0.19297841,-0.43451115,0.1662917,-0.11264471
-0.07641165,0.13963278,0.20721547,-0.33647054,-0.16745552,0.27456492,0.002722081,0.25838158,0.09303318,-0.14790459
-0.20730135,-0.4875127,0.37860826,0.0039073434,-0.23906359,-0.49587038,-0.41486913,-0.25057772,0.21417293,-0.22879545
0.088048235,-0.0937645,-0.2839701,-0.14870305,0.3456415,-0.448588,-0.46412235,-0.413051,-0.06927052,-0.039072413
-0.12783377,0.44090894,-0.32479,-0.46477744,0.120844334,0.6087066,-0.032136034,0.2831292,-0.53018665,0.13503361
-0.48578376,-0.100494936,-0.15287964,-0.04312036,0.14302722,0.25764632,-0.1598911,0.09231784,0.20581354,-0.16670921
0.28067258,-0.013230668,0.11936673,-0.12279574,-0.18990585,0.3590163,0.16585076,-0.25676012,0.009952725,0.36869663
-0.027500488,0.21448925,-0.14173758,0.078650154,0.22304372,0.3341854,-0.015981952,-0.52108365,0.0461275,-0.4586272
-0.028208341,0.15244484,-0.27878904,-0.49475348,0.32985803,0.09850226,0.124747805,0.13788131,-0.44266105,0.31662124
0.07706376,0.16545708,0.15559658,-0.31646112,-0.15493104,-0.3689208,0.17538077,-0.2943289,0.22745413,0.02654241
0.20067121,0.1496187,-0.1433763,-0.007798791,0.26771036,-0.075158484,0.28223717,0.36182672,-0.014621527,0.06352115
0.45651445,0.057960246,0.21779396,0.5387227,0.22976704,0.22441368,-0.06149097,0.2618147,-0.041259285,-0.14695925
-0.054229032,-0.13535802,-0.021402992,0.3113127,0.50362206,0.24581471,0.120993935,-0.30822966,-0.20921482,0.34672832
0.3248478,0.29743782,0.35590166,-0.03378945,0.39156193,-0.5415455,0.31517097,0.27975875,0.08980258,0.201367
0.02669026,-0.42219904,-0.32214275,-0.2397663,-0.05123778,0.15331326,0.2275387,0.3808911,-0.004697397,0.028918272
-0.059297744,-0.032138515,-0.112649456,0.050223224,-0.09302757,-0.99985385,-0.2020534,-0.04722711,-0.19431783,0.27029797
-0.027818676,0.4248211,0.022315707,0.058352683,0.041254096,-0.24950096,-0.29319778,-0.406105,0.110731,0.68937445
-0.17830063,0.2912014,0.05366849,0.11062544,0.5287764,0.104000084,0.23894018,-0.12768307,0.60008556,0.15487114
0.011061805,0.0287415,0.034459036,-0.3588889,0.13423072,0.42760375,0.37399778,-0.04692881,-0.0354401,0.38797235
