-0.017471546,0.06617474,0.34627357,-0.33742404,-0.0011942721,-0.038541023,-0.17937608,0.44605663,-0.10782174,0.24070558,-0.0003554911,-0.25767958,-0.05027312,0.046276543,0.0607509,0.08057195,0.011919686,0.049994834,0.18170631,-0.09871831
0.34399363,-0.13212672,-0.14921582,-0.15828854,-0.06535542,0.04517912,0.084180586,0.17608863,0.11023205,-0.40401363,0.060919695,-0.3163566,-0.03977165,-0.258112,0.35564923,-0.043083142,0.15377419,0.00510198,0.09350908,-0.07849783
-0.13337111,-0.009624577,-0.19642803,-0.48433778,-0.3668302,-0.1311066,-0.15163848,-0.11611163,0.25050768,-0.3131404,0.064846165,0.23367473,0.12274124,-0.36404657,-0.21480124,0.14890803,-0.05209478,0.032613978,0.041225594,0.04334465
-0.051353887,-0.18078677,0.3038097,0.39887896,0.00911123,0.0029817366,-0.025593024,0.1801845,0.12501785,-0.1491699,-0.009475588,-0.109050736,0.18677445,-0.3820947,-0.14785428,-0.29246134,-0.22455715,-0.19184814,0.20631608,0.118663065
-0.031222189,-0.41954806,0.15731102,-0.08967788,-0.4375464,0.005274139,-0.2696779,0.17873637,0.072396174,0.19601461,-0.24948457,-0.207571,0.09639042,-0.31726182,0.41098127,-0.17015052,-0.15715782,0.13518448,0.20685104,-0.10437634
-0.3016248,-0.33171082,-0.087081745,-0.32965848,0.06136492,-0.37347537,-0.15093896,-0.05990127,0.1277884,0.10114259,0.12019726,0.041043878,0.41175193,0.10125854,-0.026749814,-0.12545209,-0.55206895,0.074808404,0.120893195,0.501483
-0.0037039763,0.25018555,0.0007906585,0.047085747,-0.24044372,0.18089812,-0.38739944,0.34384465,-0.33566174,-0.31187883,0.011702134,0.20512268,-0.02216407,-0.1566613,-0.2542088,-0.104348436,0.4980929,-0.04670408,0.24745388,0.20111921
-0.44345912,0.29799983,0.06619484,-0.06492043,0.14487825,0.36068818,0.024365606,-0.13051404,0.023313137,0.12946694,0.13546889,-0.06605261,-0.024286117,0.4407399,0.037308436,-0.22806142,-0.03670829,0.2088161,0.28359202,0.09009488
0.31600228,-0.019686578,0.0042058933,-0.13016322,0.12301761,0.3295774,0.15123484,0.13033657,0.13757564,0.24515532,0.09162631,0.0055065434,-0.29086185,0.24167663,-0.031062592,0.4453188,-0.024147464,-0.092648834,0.023654299,0.34403047
0.22587147,-0.26935673,-0.251493,0.069882095,0.41742772,-0.4861441,-0.23987791,0.32223952,0.376978,-0.110181876,-0.07737639,0.008456804,-0.25396937,-0.36855984,0.13992046,0.43800145,-0.03874974,-0.29558212,-0.06421493,0.17502642
0.01369022,0.32174513,0.9027777,-0.17626597,0.21657778,-0.43166476,0.110223785,0.15771529,0.7434566,0.3499108,-0.25750795,-0.31323037,0.4869419,-0.21912298,-0.48508173,-0.33299962,0.21537296,-0.35948646,0.073751844,0.21992198
-0.36745816,-0.36824512,-0.08648059,0.35207534,0.44337374,-0.1250782,0.20687774,-0.030653529,-0.0039641736,-0.06685,0.3557301,0.37042427,0.12625611,0.3596019,0.057666887,-0.11595927,-0.14312881,0.022867767,-0.27616087,0.025428848
0.32643643,-0.08904119,0.1824041,0.017494747,0.115830176,-0.3045649,-0.41562083,0.19169249,0.23605742,-0.07435436,0.051286507,-0.14872262,0.12970105,-0.024883384,0.37090713,-0.22234349,0.107579164,-0.059227318,0.19522005,-0.13780189
0.21588781,-0.064337485,-0.16079858,-0.015424552,0.070819475,0.18209806,0.2971304,-0.12289154,-0.47780693,0.08176988,0.15804839,-0.012903437,0.1002726,0.042985108,0.22096145,0.13273033,0.39370483,0.43408,0.10950975,0.119497485
-0.10435378,-0.09341106,0.20527022,-0.11480511,0.07079631,-0.38667676,0.2562633,0.052021433,0.046631675,0.17379697,0.26696518,0.42694363,0.16535866,-0.34420896,-0.14330396,0.005392726,0.032896824,-0.03919987,0.046996083,-0.15417047
0.20615347,-0.30245006,-0.08024244,0.058719717,0.017542565,-0.0540908,0.22674352,-0.06013159,0.3155213,-0.112878226,0.17198442,-0.43262482,0.18273777,0.033861578,0.21515001,0.1038371,-0.19958697,0.034781422,-0.044527467,0.12925956
0.32109687,0.2571796,0.14558828,0.13163377,-0.008843122,0.09350191,0.023907134,0.10249203,0.4698231,-0.11531911,-0.22596183,0.5147188,0.1269967,-0.3139507,0.09089852,-0.20403837,-0.34955406,-0.33415946,0.17049322,0.27002573
-0.21692827,-0.06429938,0.090653814,-0.2339203,-0.088457935,-0.31255266,-0.109875165,0.068407066,0.26386082,-0.19498414,0.16978276,-0.055220462,0.3443798,-0.12054535,0.21732484,0.32962435,-0.37768283,-0.0037568826,0.17504466,0.25075707
-0.32629058,0.036126316,-0.21500865,0.33129212,0.3784831,0.030921573,0.19417787,-0.3085187,-0.49945417,0.002889152,-0.23448911,-0.15792875,-0.20738317,0.4267066,-0.22873724,0.16372843,-0.25846547,-0.42369506,-0.4522869,-0.24255006
0.088923685,0.17843734,0.012776328,0.005251714,-0.24772502,-0.22996163,0.02712843,-0.36282605,0.24097165,0.21188547,-0.0381275,-0.10000336,0.38908532,0.15802386,-0.25141492,-0.18083684,-0.08590442,-0.35567537,0.19167466,0.24692865
